run_id	omp	taskset	routine	key	size	iters	subject_ns	migrated_ns
par-omp1	1	0	wtrsv	LCU	256	200	159963.6	1136810.6
par-omp1	1	0	wtrsv	LCU	512	68	615146.4	4439872.3
par-omp1	1	0	wtrsv	LCU/x2	128	200	94290.4	345925.2
par-omp1	1	0	wtrsv	LCU/x2	256	200	293886.8	1177132.0
par-omp1	1	0	wtrsv	LCU/x2	512	69	960324.2	4358460.9
par-omp1	1	0	wtrsv	LCU/x-1	128	200	88616.1	341760.6
par-omp1	1	0	wtrsv	LCU/x-1	256	200	279949.0	1186255.4
par-omp1	1	0	wtrsv	LCU/x-1	512	70	943176.4	4338611.6
par-omp4	4	0-3	wtrsv	UNN	128	200	51437.6	342575.8
par-omp4	4	0-3	wtrsv	UNN	256	200	173556.3	1157984.6
par-omp4	4	0-3	wtrsv	UNN	512	75	646225.7	4045161.8
par-omp4	4	0-3	wtrsv	UNN/x2	128	200	122730.1	353230.9
par-omp4	4	0-3	wtrsv	UNN/x2	256	200	347545.3	1161025.1
par-omp4	4	0-3	wtrsv	UNN/x2	512	74	1134900.4	4083819.8
par-omp4	4	0-3	wtrsv	UNN/x-1	128	200	122750.9	354218.4
par-omp4	4	0-3	wtrsv	UNN/x-1	256	200	352432.5	1239480.8
par-omp4	4	0-3	wtrsv	UNN/x-1	512	74	1167843.5	4087998.9
par-omp4	4	0-3	wtrsv	UNU	128	200	42037.0	305610.3
par-omp4	4	0-3	wtrsv	UNU	256	200	162460.1	1051442.8
par-omp4	4	0-3	wtrsv	UNU	512	77	635807.4	3934100.3
par-omp4	4	0-3	wtrsv	UNU/x2	128	200	109647.4	304519.3
par-omp4	4	0-3	wtrsv	UNU/x2	256	200	311357.5	1049826.4
par-omp4	4	0-3	wtrsv	UNU/x2	512	75	1071703.8	4041102.0
par-omp4	4	0-3	wtrsv	UNU/x-1	128	200	108387.3	303535.3
par-omp4	4	0-3	wtrsv	UNU/x-1	256	200	313271.6	1050352.7
par-omp4	4	0-3	wtrsv	UNU/x-1	512	75	1061827.6	4008760.0
par-omp4	4	0-3	wtrsv	UTN	128	200	47644.8	374157.2
par-omp4	4	0-3	wtrsv	UTN	256	200	165642.3	1153037.5
par-omp4	4	0-3	wtrsv	UTN	512	74	618998.9	4061472.2
par-omp4	4	0-3	wtrsv	UTN/x2	128	200	125664.9	348065.8
par-omp4	4	0-3	wtrsv	UTN/x2	256	200	361925.9	1179156.1
par-omp4	4	0-3	wtrsv	UTN/x2	512	74	1025697.8	4092855.9
par-omp4	4	0-3	wtrsv	UTN/x-1	128	200	128936.6	365815.6
par-omp4	4	0-3	wtrsv	UTN/x-1	256	200	363361.8	1185360.6
par-omp4	4	0-3	wtrsv	UTN/x-1	512	74	1025330.3	4079368.4
par-omp4	4	0-3	wtrsv	UTU	128	200	44330.7	331832.0
par-omp4	4	0-3	wtrsv	UTU	256	200	158786.9	1107725.3
par-omp4	4	0-3	wtrsv	UTU	512	77	613029.4	3897472.7
par-omp4	4	0-3	wtrsv	UTU/x2	128	200	117363.2	318857.1
par-omp4	4	0-3	wtrsv	UTU/x2	256	200	332056.9	1106467.2
par-omp4	4	0-3	wtrsv	UTU/x2	512	77	975758.9	3922224.2
par-omp4	4	0-3	wtrsv	UTU/x-1	128	200	117548.2	323462.8
par-omp4	4	0-3	wtrsv	UTU/x-1	256	200	330337.2	1084073.0
par-omp4	4	0-3	wtrsv	UTU/x-1	512	76	982073.7	3974375.5
par-omp4	4	0-3	wtrsv	UCN	128	200	49191.0	365995.9
par-omp4	4	0-3	wtrsv	UCN	256	200	182262.9	1218086.0
par-omp4	4	0-3	wtrsv	UCN	512	69	643266.9	4383356.3
par-omp4	4	0-3	wtrsv	UCN/x2	128	200	137766.0	431280.9
par-omp4	4	0-3	wtrsv	UCN/x2	256	200	393017.8	1244653.9
par-omp4	4	0-3	wtrsv	UCN/x2	512	68	1102541.1	4470896.0
par-omp4	4	0-3	wtrsv	UCN/x-1	128	200	138731.0	376271.1
par-omp4	4	0-3	wtrsv	UCN/x-1	256	200	390457.3	1217148.9
par-omp4	4	0-3	wtrsv	UCN/x-1	512	70	1105182.0	4310429.3
par-omp4	4	0-3	wtrsv	UCU	128	200	44510.8	337545.8
par-omp4	4	0-3	wtrsv	UCU	256	200	162163.5	1135581.5
par-omp4	4	0-3	wtrsv	UCU	512	73	616171.4	4140062.5
par-omp4	4	0-3	wtrsv	UCU/x2	128	200	128200.8	335255.2
par-omp4	4	0-3	wtrsv	UCU/x2	256	200	357200.3	1166897.3
par-omp4	4	0-3	wtrsv	UCU/x2	512	73	1042182.5	4145278.9
par-omp4	4	0-3	wtrsv	UCU/x-1	128	200	128286.5	350485.1
par-omp4	4	0-3	wtrsv	UCU/x-1	256	200	359909.1	1182492.2
par-omp4	4	0-3	wtrsv	UCU/x-1	512	73	1040387.2	4109593.7
par-omp4	4	0-3	wtrsv	LNN	128	200	49477.1	355526.5
par-omp4	4	0-3	wtrsv	LNN	256	200	172298.3	1187101.7
par-omp4	4	0-3	wtrsv	LNN	512	75	656116.1	4043119.7
par-omp4	4	0-3	wtrsv	LNN/x2	128	200	124869.3	349631.9
par-omp4	4	0-3	wtrsv	LNN/x2	256	200	362490.3	1174072.8
par-omp4	4	0-3	wtrsv	LNN/x2	512	75	1148049.4	4048992.1
par-omp4	4	0-3	wtrsv	LNN/x-1	128	200	125625.6	341559.7
par-omp4	4	0-3	wtrsv	LNN/x-1	256	200	361177.4	1190022.4
par-omp4	4	0-3	wtrsv	LNN/x-1	512	73	1147574.2	4142192.1
par-omp4	4	0-3	wtrsv	LNU	128	200	41252.1	326363.4
